ELCODE,Group_,CommonName,ScientificName,Terrestrial_Aquatic,BBA_Density,BBA_Other,eBird,SDM,NALCC_Landscape_Capability,NALCC_Suitable_Habitat,EO_Data,CPP,AppLCC_caves,Xerces,Habitat_Associations,PARS,PGC_Databases,Citizen_Science,Notes,F21,F22,F23,F24,F25,F26,OBJECTID,SNAME,Cnt_SNAME,First_TaxaGroup,First_ELCODE,First_SCOMNAME
IMBIV22012,Mussels,White Heelsplitter,Lasmigona complanata,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,318,Lasmigona complanata,12,IU,IMBIV22012,White Heelsplitter
IMBIV22020,Mussels,Creek Heelsplitter,Lasmigona compressa,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,319,Lasmigona compressa,18,IU,IMBIV22020,Creek Heelsplitter
IMBIV22060,Mussels,Green Floater,Lasmigona subviridis,Aquatic,n/a,n/a,n/a,Yes - PNHP Susquehanna,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,320,Lasmigona subviridis,28,IU,IMBIV22060,Green Floater
IILEYBL010,Lepidoptera,A Noctuid Moth,Lemmeria digitalis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,321,Lemmeria digitalis,2,IB,IILEYBL010,A Noctuid Moth
IMBIV24010,Mussels,Fragile Papershell,Leptodea fragilis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,322,Leptodea fragilis,95,IU,IMBIV24010,Fragile Papershell
IMBIV24030,Mussels,Tidewater Mucket,Leptodea ochracea,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,323,Leptodea ochracea,1,IU,IMBIV24030,Tidewater Mucket
IIODO67020,Odonates,Emerald Spreadwing,Lestes dryas,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,324,Lestes dryas,1,ID,IIODO67020,Emerald Spreadwing
IIODO67060,Odonates,Amber-winged Spreadwing,Lestes eurinus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,325,Lestes eurinus,5,ID,IIODO67060,Amber-winged Spreadwing
IILEPN0010,Lepidoptera,Eyed Brown,Lethe eurydice,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,326,Lethe eurydice,11,IB,IILEPN0010,Eyed Brown
IIODO44030,Odonates,Crimson-ringed Whiteface,Leucorrhinia glacialis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,327,Leucorrhinia glacialis,8,ID,IIODO44030,Crimson-ringed Whiteface
IIODO44070,Odonates,Belted Whiteface,Leucorrhinia proxima,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,328,Leucorrhinia proxima,4,ID,IIODO44070,Belted Whiteface
IIODO45010,Odonates,Golden-winged Skimmer,Libellula auripennis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,329,Libellula auripennis,1,ID,IIODO45010,Golden-winged Skimmer
IIODO45110,Odonates,Needham's Skimmer,Libellula needhami,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,330,Libellula needhami,1,ID,IIODO45110,Needham's Skimmer
IMBIV26010,Mussels,Eastern Pondmussel,Ligumia nasuta,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,331,Ligumia nasuta,15,IU,IMBIV26010,Eastern Pondmussel
IILEYFB011,Lepidoptera,Goldenrod Brindle,Lithomoia germana,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,332,Lithomoia solidaginis germana,1,IB,IILEYFB011,A Moth
IILEYFE440,Lepidoptera,Thaxter's Pinion Moth,Lithophane thaxteri,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,333,Lithophane thaxteri,1,IB,IILEYFE440,Thaxter's Pinion Moth
IILEPC1110,Lepidoptera,Bog Copper,Lycaena epixanthe,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,334,Lycaena epixanthe,38,IB,IILEPC1110,Bog Copper
IILEPC1070,Lepidoptera,Bronze Copper,Lycaena hyllus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,335,Lycaena hyllus,37,IB,IILEPC1070,Bronze Copper
IILEU1S030,Lepidoptera,Twilight Moth,Lycia rachelae,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,336,Lycia rachelae,1,IB,IILEU1S030,Twilight Moth
IIODO26010,Odonates,Allegheny River Cruiser,Macromia alleghaniensis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,337,Macromia alleghaniensis,2,ID,IIODO26010,Allegheny River Cruiser
IIODO26100,Odonates,Royal River Cruiser,Macromia taeniolata,Aquatic/Terrestrial(generalist),n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,338,Macromia taeniolata,3,ID,IIODO26100,Royal River Cruiser
IMBIV27030,Mussels,Eastern Pearlshell,Margaritifera margaritifera,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,339,Margaritifera margaritifera,7,IU,IMBIV27030,Eastern Pearlshell
IIODO50010,Odonates,Elfin Skimmer,Nannothemis bella,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,340,Nannothemis bella,16,ID,IIODO50010,Elfin Skimmer
IIODO22010,Odonates,Cyrano Darner,Nasiaeschna pentacantha,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,341,Nasiaeschna pentacantha,5,ID,IIODO22010,Cyrano Darner
IILEP49010,Lepidoptera,Swarthy Skipper,Nastra lherminier,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,342,Nastra lherminier,2,IB,IILEP49010,Swarthy Skipper
IILEYBG110,Lepidoptera,Northern Brocade Moth,Neoligia semicana,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,343,Oligia hausta,1,IB,IILEYBG110,Northern Brocade Moth
IICOL42010,Other Beetles,American Burying Beetle,Nicrophorus americanus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,344,Nicrophorus americanus,3,IO,IICOL42010,American Burying Beetle
IMBIV30010,Mussels,Threehorn Wartyback,Obliquaria reflexa,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,345,Obliquaria reflexa,8,IU,IMBIV30010,Threehorn Wartyback
IMBIV31020,Mussels,Hickorynut,Obovaria olivaria,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,346,Obovaria olivaria,3,IU,IMBIV31020,Hickorynut
IMBIV31050,Mussels,Round Hickorynut,Obovaria subrotunda,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,347,Obovaria subrotunda,13,IU,IMBIV31050,Round Hickorynut
IIODO12020,Odonates,Extra-striped Snaketail,Ophiogomphus anomalus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,348,Ophiogomphus anomalus,3,ID,IIODO12020,Extra-striped Snaketail
IIODO12060,Odonates,Riffle Snaketail,Ophiogomphus carolus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,349,Ophiogomphus carolus,3,ID,IIODO12060,Riffle Snaketail
IIODO12090,Odonates,Pygmy Dragonfly,Ophiogomphus howei,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,350,Ophiogomphus howei,1,ID,IIODO12090,Pygmy Dragonfly
IIODO12110,Odonates,Maine Snaketail,Ophiogomphus mainensis,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,351,Ophiogomphus mainensis,7,ID,IIODO12110,Maine Snaketail
IILEYC0220,Lepidoptera,Indigo Stem Borer,Papaipema baptisiae,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,352,Papaipema baptisiae,1,IB,IILEYC0220,
IILEYC0380,Lepidoptera,Joe-Pye Weed Borer,Papaipema eupatorii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,353,Papaipema eupatorii,1,IB,IILEYC0380,
IILEYC0270,Lepidoptera,Turtlehead Borer,Papaipema nepheleptena,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,354,Papaipema nepheleptena,4,IB,IILEYC0270,
IILEYC0210,Lepidoptera,Mayapple Borer,Papaipema rutila,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,355,Papaipema rutila,2,IB,IILEYC0210,
IILEYC0X10,Lepidoptera,Flypoison Borer Moth,Papaipema sp. 1,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,356,Papaipema sp. 1,18,IB,IILEYC0X10,Flypoison Borer Moth
IILEY4W010,Lepidoptera,Masked Parahypenodes,Parahypenodes quadralis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,357,Parahypenodes quadralis,1,IB,IILEY4W010,
IILEPK3100,Lepidoptera,Northern Crescent,Phyciodes cocyta,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,358,Phyciodes cocyta,2,IB,IILEPK3100,Northern Crescent
IILEPA2020,Lepidoptera,West Virginia White,Pieris virginiensis,Terrestrial,n/a,n/a,n/a,Yes - PNHP SGCN,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,359,Pieris virginiensis,35,IB,IILEPA2020,West Virginia White
IMBIV34020,Mussels,Orange-foot Pimpleback,Plethobasus cooperianus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,360,Plethobasus cooperianus,5,IU,IMBIV34020,Orange-foot Pimpleback
IMBIV34030,Mussels,Sheepnose,Plethobasus cyphyus,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,361,Plethobasus cyphyus,29,IU,IMBIV34030,Sheepnose Mussel
IMBIV35060,Mussels,Clubshell,Pleurobema clava,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,362,Pleurobema clava,131,IU,IMBIV35060,Clubshell
IMBIV35090,Mussels,Ohio Pigtoe,Pleurobema cordatum,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,363,Pleurobema cordatum,10,IU,IMBIV35090,Ohio Pigtoe
IMBIV35240,Mussels,Rough Pigtoe,Pleurobema plenum,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,364,Pleurobema plenum,2,IU,IMBIV35240,Rough Pigtoe
IMBIV35250,Mussels,Pyramid Pigtoe,Pleurobema rubrum,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,365,Pleurobema rubrum,5,IU,IMBIV35250,Pyramid Pigtoe
IMBIV35070,Mussels,Round Pigtoe,Pleurobema sintoxia,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,366,Pleurobema sintoxia,106,IU,IMBIV35070,Round Pigtoe
IILEP73010,Lepidoptera,Mulberry Wing,Poanes massasoit,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,367,Poanes massasoit,16,IB,IILEP73010,Mulberry Wing
IILEP73071,Lepidoptera,Broad-winged Skipper,Poanes viator viator,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,368,Poanes viator viator,10,IB,IILEP73071,Broad-winged Skipper
IILEP66080,Lepidoptera,Long Dash,Polites mystic,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,369,Polites mystic,20,IB,IILEP66080,Long Dash
IIODO13060,Odonates,Common Sanddragon,Progomphus obscurus,Aquatic/Terrestrial(generalist),n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,370,Progomphus obscurus,7,ID,IIODO13060,Common Sanddragon
IILEYFN010,Lepidoptera,Pink Sallow,Psectraglaea carnosa,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",Emily Boyd,,,,,,,371,Psectraglaea carnosa,9,IB,IILEYFN010,Pink Sallow
IILEP38090,Lepidoptera,Appalachian Grizzled Skipper,Pyrgus wyandot,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,372,Pyrgus wyandot,6,IB,IILEP38090,Appalachian Grizzled Skipper
IMBIV39041,Mussels,Rabbitsfoot,Quadrula cylindrica cylindrica,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,n/a,n/a,n/a,,n/a ,,,,,,,,,,373,Quadrula cylindrica cylindrica,39,IU,IMBIV39041,Rabbitsfoot
IMBIV39080,Mussels,Monkeyface,Quadrula metanevra,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,,,,,,,,,374,Quadrula metanevra,12,IU,IMBIV39080,Monkeyface
IMBIV39110,Mussels,Pimpleback,Quadrula pustulosa,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,375,Quadrula pustulosa,17,IU,IMBIV39110,Pimpleback
IMBIV39120,Mussels,Mapleleaf,Quadrula quadrula,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,,,,,,,,,376,Quadrula quadrula,11,IU,IMBIV39120,Mapleleaf
IMBIV44010,Mussels,Pistolgrip,Quadrula verrucosa,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,377,Quadrula verrucosa,17,IU,IMBIV44010,Pistolgrip Mussel
IIODO14110,Odonates,Spatterdock Darner,Rhionaeschna mutata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,378,Rhionaeschna mutata,18,ID,IIODO14110,Spatterdock Darner
IILEPD4030,Lepidoptera,Acadian Hairstreak,Satyrium acadica,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,379,Satyrium acadica,4,IB,IILEPD4030,Acadian Hairstreak
IILEPD4060,Lepidoptera,Edwards' Hairstreak,Satyrium edwardsii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,380,Satyrium edwardsii,4,IB,IILEPD4060,Edwards' Hairstreak
IILEPD4140,Lepidoptera,Coral Hairstreak,Satyrium titus,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,381,Satyrium titus,8,IB,IILEPD4140,Coral Hairstreak
IILEU0D060,Lepidoptera,Promiscuous Angle,Semiothisa promiscuata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,382,Semiothisa promiscuata,1,IB,IILEU0D060,Promiscuous Angle
IILEYHL040,Lepidoptera,The Maroonwing,Sideridis maryx,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,383,Sideridis maryx,3,IB,IILEYHL040,
IMBIV41010,Mussels,Salamander Mussel,Simpsonaias ambigua,Aquatic,n/a,n/a,n/a,n/a,n/a,n/a ,Yes,Yes,n/a,n/a,,n/a ,,,,,,,,,,384,Simpsonaias ambigua,9,IU,IMBIV41010,Salamander Mussel
ILARA75010,Spiders,A Striped Orbweaver,Singa eugeni,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,385,Singa eugeni,1,IO,ILARA75010,An Orb-weaver Spider
IIODO32050,Odonates,Ski-tailed Emerald,Somatochlora elongata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,386,Somatochlora elongata,22,ID,IIODO32050,Ski-tailed Emerald
IIODO32080,Odonates,Forcipate Emerald,Somatochlora forcipata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,387,Somatochlora forcipata,8,ID,IIODO32080,Forcipate Emerald
IIODO32130,Odonates,Incurvate Emerald,Somatochlora incurvata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,388,Somatochlora incurvata,4,ID,IIODO32130,Incurvate Emerald
IIODO32150,Odonates,Mocha Emerald,Somatochlora linearis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,389,Somatochlora linearis,8,ID,IIODO32150,Mocha Emerald
IIODO32240,Odonates,Brush-tipped Emerald,Somatochlora walshii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,390,Somatochlora walshii,6,ID,IIODO32240,Brush-tipped Emerald
IIODO32260,Odonates,Williamson's Emerald,Somatochlora williamsoni,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,391,Somatochlora williamsoni,3,ID,IIODO32260,Williamson's Emerald
IMGASJ2170,Snails,Ohio Pebblesnail,Somatogyrus integra,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,iNaturalist,,,,,,,,392,Somatogyrus integra,3,IO,IMGASJ2170,Ohio Pebblesnail
IILEU09X10,Lepidoptera,Barrens Itame,Speranza exonerata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,n/a,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,393,Itame sp. 1 nr. inextricata,2,IB,IILEU09X10,Barrens Itame (Cf I. Inextricata)
IILEPJ6110,Lepidoptera,Atlantis Fritillary,Speyeria atlantis,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,394,Speyeria atlantis,16,IB,IILEPJ6110,Atlantis Fritillary
IILEPJ6040,Lepidoptera,Regal Fritillary,Speyeria idalia,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,395,Speyeria idalia,39,IB,IILEPJ6040,Regal Fritillary
IPTUR04050,Cave Invertebrates,Refton Cave Planarian,Sphalloplana pricei,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,396,Sphalloplana pricei,3,IO,IPTUR04050,Refton Cave Planarian
IILEX0B150,Lepidoptera,Franck's Sphinx Moth,Sphinx franckii,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,397,Sphinx franckii,2,IB,IILEX0B150,Franck's Sphinx Moth
IILEX0B170,Lepidoptera,Apple Sphinx,Sphinx gordius,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,398,Sphinx gordius,6,IB,IILEX0B170,
IILEU6F010,Lepidoptera,Shiny Gray Carpet Moth,Stamnodes gibbicostata,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"BAMONA, iNaturalist",,,,,,,,399,Stamnodes gibbicostata,2,IB,IILEU6F010,Shiny Gray Carpet Moth
ICMAL05060,Cave Invertebrates,--,Stygobromus allegheniensis,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,400,Stygobromus allegheniensis,26,IO,ICMAL05060,Allegheny Cave Amphipod
ICMAL05010,Cave Invertebrates,--,Stygobromus biggersi,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,401,Stygobromus biggersi,2,IO,ICMAL05010,Biggers' Cave Amphipod
ICMAL05050,Cave Invertebrates,--,Stygobromus franzi,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,402,Stygobromus franzi,1,IO,ICMAL05050,Franz's Cave Amphipod
ICMAL05020,Cave Invertebrates,--,Stygobromus gracilipes,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,403,Stygobromus gracilipes,1,IO,ICMAL05020,Shenandoah Valley Cave Amphipod
ICMAL05030,Cave Invertebrates,--,Stygobromus pizzinii,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,404,Stygobromus pizzinii,9,IO,ICMAL05030,Pizzini's Cave Amphipod
ICMAL05320,Cave Invertebrates,--,Stygobromus stellmacki,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,405,Stygobromus stellmacki,2,IO,ICMAL05320,Stellmack's Cave Amphipod
ICMAL05042,Cave Invertebrates,--,Stygobromus tenuis potomacus,Subterranean,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,Yes - dataset is forthcoming,n/a,,n/a ,,,,,,,,,,406,Stygobromus tenuis potomacus,3,IO,ICMAL05042,Potomac Groundwater Amphipod
IIODO80010,Odonates,Riverine Clubtail,Stylurus amnicola,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,n/a,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,407,Stylurus amnicola,3,ID,IIODO80010,Riverine Clubtail
IIODO80050,Odonates,Elusive Clubtail,Stylurus notatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,408,Stylurus notatus,3,ID,IIODO80050,Elusive Clubtail
IIODO80070,Odonates,Russet-tipped Clubtail,Stylurus plagiatus,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,409,Stylurus plagiatus,6,ID,IIODO80070,Russet-tipped Clubtail
IIODO80090,Odonates,Zebra Clubtail,Stylurus scudderi,Aquatic,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,410,Stylurus scudderi,6,ID,IIODO80090,Zebra Clubtail
IIODO61070,Odonates,Cherry-faced Meadowhawk,Sympetrum internum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,411,Sympetrum internum,2,ID,IIODO61070,Cherry-faced Meadowhawk
IIODO61130,Odonates,Band-winged Meadowhawk,Sympetrum semicinctum,Terrestrial,n/a,n/a,n/a,n/a,n/a ,n/a ,Yes,Yes,n/a ,n/a,,n/a ,,"Odonata Central, iNaturalist",,,,,,,,412,Sympetrum semicinctum,7,ID,IIODO61130,Band-winged Meadowhawk
